shortName,fullName,city,companySize,positionName,education,workYear,jobNature,salary,formatCreateTime,address,description
学堂在线,北京慕华信息科技有限公司,北京,150-500人,Python开发工程师,本科,3-5年,全职,20k-30k,2018-02-12,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口," 节日礼物 股票期权 带薪年假 氛围轻松"
优识云创,优识云创（北京）科技有限公司,北京,50-150人,Python开发工程师,本科,3-5年,全职,15k-25k,2018-02-09,4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄," 绩效奖金 股票期权 五险一金 带薪年假"
艾唯博瑞,北京艾唯博瑞科技有限公司,北京,15-50人,python研发工程师,本科,3-5年,全职,15k-25k,2018-02-03,2号线_东直门;2号线_东四十条;2号线_朝阳门;5号线_张自忠路;5号线_北新桥;6号线_朝阳门;13号线_东直门;机场线_东直门," 技能培训 节日礼物 绩效奖金 岗位晋升"
云途腾,北京云途腾科技有限责任公司,北京,50-150人,高级python研发工程师,本科,5-10年,全职,20k-40k,2018-01-25,6号线_慈寿寺;6号线_海淀五路居;10号线_慈寿寺," 节日礼物 技能培训 绩效奖金 年度旅游"
Veeva,维我软件（上海）有限公司北京分公司,北京,500-2000人,Python工程师,本科,1-3年,全职,15k-20k,2018-02-09,10号线_三元桥;10号线_亮马桥;10号线_农业展览馆;14号线东段_枣营;机场线_三元桥," 行业领先 超长年假 年度旅游"
数美,北京数美时代科技有限公司,北京,150-500人,python研发工程师,本科,1-3年,全职,15k-30k,2018-02-11,14号线东段_来广营;14号线东段_东湖渠," 年底双薪 大数据 带薪年假 通讯津贴"
搜狗,北京搜狗科技发展有限公司,北京,2000人以上,搜狗AI云-Python开发工程师,本科,1-3年,全职,15k-25k,2018-02-07,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口," 岗位晋升 扁平管理 管理规范 精英团队"
博派通达,北京博派通达科技有限公司,北京,50-150人,Python高级工程师,大专,3-5年,全职,15K-30K,2018-02-05,5号线_和平西桥;5号线_惠新西街南口;5号线_惠新西街北口;10号线_安贞门;10号线_惠新西街南口;10号线_芍药居;13号线_芍药居;13号线_光熙门," 年底双薪 股票期权 专项奖金 带薪年假"
混沌大学,混沌时代（北京）教育科技有限公司,北京,150-500人,python服务端开发工程师,本科,3-5年,全职,20k-35k,2018-02-02,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路," 弹性工作 扁平管理 领导好 五险一金"
ZingFront智线,智线云科技（北京）有限公司,北京,50-150人,Python中级工程师,本科,1-3年,全职,12k-24k,2018-02-12,10号线_农业展览馆;10号线_团结湖;14号线东段_枣营;14号线东段_朝阳公园," 绩效奖金 股票期权 带薪年假 弹性工作"
Gridsum 国双,北京国双科技有限公司,北京,500-2000人,高级Python开发工程师（北京）,本科,3-5年,全职,15k-20k,2018-02-08,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路," 年度旅游 节日礼物 年底双薪 带薪年假"
途游,在线途游（北京）科技有限公司,北京,150-500人,python开发工程师,本科,3-5年,全职,15k-25k,2018-02-07,5号线_北苑路北;5号线_立水桥南," 股票期权 专项奖金 五险一金 带薪年假"
360企业安全,北京奇安信科技有限公司,北京,2000人以上,360企业安全-Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-05,14号线东段_望京南;14号线东段_将台," 年底双薪 带薪年假 午餐补助 定期体检"
Face++,北京旷视科技有限公司,北京,500-2000人,python工程师,本科,3-5年,全职,15k-30k,2018-02-05,," 科技大牛公司 自助三餐 年终多薪 超长带薪假期"
Yi+,北京陌上花科技有限公司,北京,15-50人,Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-11,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 股票期权 岗位晋升 弹性工作 绩效奖金"
路书,路书（北京）科技有限公司,北京,50-150人,高级python研发工程师,本科,5-10年,全职,25k-40k,2018-02-09,1号线_大望路;1号线_四惠;6号线_金台路;14号线东段_金台路;14号线东段_大望路," 年度旅游 五险一金 弹性工作 股票期权"
高域海汇,北京高域海汇科技有限公司,北京,50-150人,Python开发工程师,本科,1-3年,全职,15K-25K,2018-02-06,8号线_北土城;8号线_奥体中心;10号线_牡丹园;10号线_健德门;10号线_北土城," """""
天广汇通,北京天广汇通科技有限公司,北京,50-150人,python开发工程师,本科,3-5年,全职,15k-25k,2018-02-05,6号线_慈寿寺;10号线_慈寿寺;10号线_车道沟," 股票期权 午餐补助 通讯津贴 绩效奖金"
一览科技,北京一览科技有限公司,北京,15-50人,python开发工程师,本科,3-5年,全职,20k-40k,2018-02-09,14号线东段_来广营;14号线东段_东湖渠," 股票期权 弹性工作 领导好 扁平管理"
360企业安全,北京奇安信科技有限公司,北京,2000人以上,360企业安全-Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-05,14号线东段_望京南;14号线东段_将台," 年底双薪 带薪年假 午餐补助 定期体检"
Face++,北京旷视科技有限公司,北京,500-2000人,python工程师,本科,3-5年,全职,15k-30k,2018-02-05,," 科技大牛公司 自助三餐 年终多薪 超长带薪假期"
Yi+,北京陌上花科技有限公司,北京,15-50人,Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-11,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 股票期权 岗位晋升 弹性工作 绩效奖金"
数美,北京数美时代科技有限公司,北京,150-500人,python研发工程师,硕士,1年以下,全职,15k-30k,2018-02-11,14号线东段_来广营;14号线东段_东湖渠," 年底双薪 大数据 带薪年假 通讯津贴"
路书,路书（北京）科技有限公司,北京,50-150人,高级python研发工程师,本科,5-10年,全职,25k-40k,2018-02-09,1号线_大望路;1号线_四惠;6号线_金台路;14号线东段_金台路;14号线东段_大望路," 年度旅游 五险一金 弹性工作 股票期权"
Veeva,维我软件（上海）有限公司北京分公司,北京,500-2000人,Python Engineer,本科,1-3年,全职,15k-20k,2018-02-09,10号线_三元桥;10号线_亮马桥;10号线_农业展览馆;14号线东段_枣营;机场线_三元桥," 行业领先 超长年假 年度旅游"
高域海汇,北京高域海汇科技有限公司,北京,50-150人,Python开发工程师,本科,1-3年,全职,15K-25K,2018-02-06,8号线_北土城;8号线_奥体中心;10号线_牡丹园;10号线_健德门;10号线_北土城," """""
天广汇通,北京天广汇通科技有限公司,北京,50-150人,python开发工程师,本科,3-5年,全职,15k-25k,2018-02-05,6号线_慈寿寺;10号线_慈寿寺;10号线_车道沟," 股票期权 午餐补助 通讯津贴 绩效奖金"
ZingFront智线,智线云科技（北京）有限公司,北京,50-150人,Python 中级工程师,本科,1-3年,全职,13k-18k,2018-02-12,10号线_农业展览馆;10号线_团结湖;14号线东段_枣营;14号线东段_朝阳公园," 绩效奖金 股票期权 带薪年假 弹性工作"
一览科技,北京一览科技有限公司,北京,15-50人,python开发工程师,本科,3-5年,全职,20k-40k,2018-02-09,14号线东段_来广营;14号线东段_东湖渠," 股票期权 弹性工作 领导好 扁平管理"
Gridsum 国双,北京国双科技有限公司,北京,500-2000人,高级python研发工程师（北京）,本科,3-5年,全职,15k-30k,2018-02-09,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路," 年度旅游 节日礼物 年底双薪 带薪年假"
博派通达,北京博派通达科技有限公司,北京,50-150人,Python工程师（模拟请求方向）,大专,1-3年,全职,10K-20K,2018-02-05,5号线_和平西桥;5号线_惠新西街南口;5号线_惠新西街北口;10号线_安贞门;10号线_惠新西街南口;10号线_芍药居;13号线_芍药居;13号线_光熙门," 年底双薪 股票期权 专项奖金 带薪年假"
北京中铁信,北京中铁信科技有限公司,北京,50-150人,python web开发工程师,本科,不限,全职,15k-30k,2018-01-31,," 带薪年假 绩效奖金 年度旅游 定期体检"
融360,北京融联世纪信息技术有限公司,北京,500-2000人,python研发工程师,本科,3-5年,全职,15k-30k,2018-01-26,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 股票期权 专项奖金 通讯津贴 带薪年假"
中科视拓,中科视拓（北京）科技有限公司,北京,50-150人,Python工程师,本科,5-10年,全职,25k-35k,2018-02-06,10号线_知春里;10号线_知春路;13号线_知春路;13号线_五道口," 交通补助 午餐补助 扁平管理 弹性工作"
博派通达,北京博派通达科技有限公司,北京,50-150人,Python 高级工程师,本科,1-3年,全职,12K-24K,2018-02-11,5号线_和平西桥;5号线_惠新西街南口;5号线_惠新西街北口;10号线_安贞门;10号线_惠新西街南口," 年底双薪 股票期权 专项奖金 带薪年假"
销售易,仁科互动（北京）信息科技有限公司,北京,150-500人,Python开发工程师,本科,3-5年,全职,20k-35k,2018-02-07,6号线_呼家楼;6号线_东大桥;10号线_团结湖;10号线_呼家楼;10号线_金台夕照," 技能培训 节日礼物 年底双薪 绩效奖金"
复华控股,北京复华卓越商业管理有限公司,北京,2000人以上,Python开发工程师,大专,5-10年,全职,15k-30k,2018-02-06,," 通讯津贴 午餐补助 美女多 领导好"
美团点评,北京三快在线科技有限公司,北京,2000人以上,美团云Python/Golang工程师,本科,3-5年,全职,25k-45k,2018-01-25,5号线_和平西桥;8号线_安德里北街;8号线_安华桥;8号线_北土城;10号线_北土城;10号线_安贞门," 技能培训 绩效奖金 岗位晋升 领导好"
有利网,北京弘合柏基金融信息服务有限责任公司,北京,500-2000人,Python工程师,本科,1-3年,全职,8k-16k,2018-02-13,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 岗位晋升 股票期权 绩效奖金 定期体检"
猎户星空,北京猎户星空科技有限公司,北京,150-500人,Python开发工程师,本科,3-5年,全职,18k-35k,2018-02-11,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼," 年度旅游 弹性工作 领导好 五险一金"
Veeva,维我软件（上海）有限公司北京分公司,北京,500-2000人,Python工程师,本科,1-3年,全职,15k-24k,2018-02-08,10号线_三元桥;10号线_亮马桥;10号线_农业展览馆;14号线东段_枣营;机场线_三元桥," 行业领先 超长年假 年度旅游"
搜狗,北京搜狗科技发展有限公司,北京,2000人以上,技术工程部-python开发工程师,本科,3-5年,全职,20k-40k,2018-02-07,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口," 岗位晋升 扁平管理 管理规范 精英团队"
LBE 科技,永杨安风（北京）科技有限公司,北京,50-150人,Python研发工程师,本科,1-3年,全职,15k-25k,2018-01-31,1号线_四惠东;八通线_四惠东;八通线_高碑店," 绩效奖金 专项奖金 带薪年假 节日礼物"
京东金融,京东金融,北京,2000人以上,Python开发工程师-pass平台方向,本科,5-10年,全职,25k-50k,2018-02-13,," 供应链金融 消费金融 众筹业务 支付业务"
柔持英语,柔持（北京）科技有限公司,北京,150-500人,Python后端开发工程师,本科,1-3年,全职,20k-30k,2018-02-11,14号线东段_阜通;14号线东段_望京南," 交通补助 午餐补助 绩效奖金"
北京理享家,北京理享家商务信息咨询有限公司,北京,150-500人,python开发工程师,大专,1-3年,全职,10k-15k,2018-02-06,1号线_天安门东;1号线_王府井;1号线_东单;2号线_北京站;2号线_崇文门;5号线_崇文门;5号线_东单;5号线_灯市口," 年底双薪 技能培训 绩效奖金 岗位晋升"
游族网络,上海游族信息技术有限公司,北京,500-2000人,中/高级Python研发工程师,本科,3-5年,全职,15k-22k,2018-01-30,14号线东段_阜通;14号线东段_望京南," 五险一金 岗位晋升 弹性工作 扁平管理"
普林科技,北京至信普林科技有限公司,北京,50-150人,后台工程师（Python）-金融事业部,本科,1-3年,全职,13k-25k,2018-02-10,4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街," 技能培训 带薪年假 绩效奖金 岗位晋升"
明觉科技,明觉科技（北京）有限公司,北京,15-50人,同质开发工程师（Python开发）,本科,3-5年,全职,15k-25k,2018-02-08,," 年底双薪 绩效奖金 定期体检 技能培训"
有利网,北京弘合柏基金融信息服务有限责任公司,北京,500-2000人,python工程师（高级）,大专,3-5年,全职,14k-28k,2018-01-22,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 岗位晋升 股票期权 绩效奖金 定期体检"
阿博茨科技,北京阿博茨科技有限公司,北京,50-150人,Python研发工程师,本科,3-5年,全职,15k-30k,2018-02-07,15号线_六道口;15号线_清华东路西口," 五天工作制 带薪假期 健康午餐 体育课"
CastBox,克鲁（北京）网络科技有限公司,北京,15-50人,Python后端开发工程师,本科,3-5年,全职,20k-40k,2018-02-13,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京," 股票期权 弹性工作 六险一金 免费按摩"
卡车之家,北京卡车之家信息技术股份有限公司,北京,150-500人,python工程师,本科,1-3年,全职,8k-15k,2018-02-11,八通线_高碑店;八通线_传媒大学," 节日礼物 技能培训 带薪年假 岗位晋升"
青松,青松智慧（北京）科技有限公司,北京,15-50人,Python工程师,不限,3-5年,全职,12k-20k,2018-02-09,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 股票期权 带薪年假 年度旅游 扁平管理"
出门问问,北京羽扇智信息科技有限公司,北京,150-500人,python工程师-AI开放平台-中国-00428,本科,3-5年,全职,15k-30k,2018-01-23,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 帅哥多 美女多 绩效奖金 股票期权"
360企业安全,北京奇安信科技有限公司,北京,2000人以上,Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-05,14号线东段_望京南;14号线东段_将台," 年底双薪 带薪年假 午餐补助 定期体检"
中企动力,中企动力科技股份有限公司,北京,2000人以上,Python高级研发工程师,大专,3-5年,全职,25k-35k,2018-01-29,," 节日礼物 带薪年假 绩效奖金 岗位晋升"
超对称,超对称（北京）科技有限公司,北京,15-50人,Python开发工程师,本科,1-3年,全职,12k-20k,2018-02-13,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京," 股票期权 带薪年假 弹性工作 五险一金"
江山如画网络科技,北京江山如画网路科技有限责任公司,北京,少于15人,Python研发工程师,本科,1-3年,全职,5k-10k,2018-02-11,1号线_玉泉路;1号线_五棵松," 专项奖金 股票期权 绩效奖金 岗位晋升"
聚力维度,北京聚力维度科技有限公司,北京,50-150人,python后端开发工程师,本科,3-5年,全职,15k-25k,2018-02-09,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,
美图公司,厦门美图之家科技有限公司,北京,500-2000人,【美图云】Python开发工程师---视觉团队（北京）,不限,3-5年,全职,16k-32k,2018-02-05,," 节日礼物 与大牛共事 福利健全 五险一金"
Face++,北京旷视科技有限公司,北京,500-2000人,Python后端开发工程师,本科,3-5年,全职,25k-50k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_海淀黄庄;10号线_知春里;13号线_五道口," 科技大牛公司 自助三餐 年终多薪 超长带薪假期"
棣南新宇,北京棣南新宇科技有限公司,北京,50-150人,Python高级开发工程师,本科,3-5年,全职,15k-20k,2018-02-12,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 五险一金 领导好 扁平管理 节日礼物"
Lespark,北京高梓行远科技有限公司,北京,50-150人,Python开发工程师,本科,1-3年,全职,15k-30k,2018-02-11,13号线_西二旗;昌平线_西二旗," 技能培训 节日礼物 专项奖金 股票期权"
罗辑思维,北京思维造物信息科技有限公司,北京,150-500人,Python后端开发工程师,本科,3-5年,全职,15k-30k,2018-02-08,," 专项奖金 扁平管理 帅哥多 领导好"
天下秀,北京天下秀科技股份有限公司,北京,500-2000人,Python开发工程师,本科,1-3年,全职,18k-25k,2018-02-07,10号线_亮马桥;10号线_农业展览馆;10号线_团结湖," 技能培训 节日礼物 绩效奖金 年度旅游"
360企业安全,北京奇安信科技有限公司,北京,2000人以上,python开发工程师,本科,1-3年,全职,10k-20k,2018-02-05,14号线东段_望京南;14号线东段_将台," 年底双薪 带薪年假 午餐补助 定期体检"
妙计旅行,北京汇行科技有限公司,北京,150-500人,Python研发工程师,本科,1-3年,全职,8k-16k,2018-02-02,2号线_安定门;2号线_雍和宫;5号线_北新桥;5号线_雍和宫;5号线_和平里北街," 股票期权 十四薪 零食饮料水果 团队氛围好"
麦达数字,深圳市麦达数字股份有限公司,北京,500-2000人,PYTHON研发工程师,本科,3-5年,全职,25k-35k,2018-01-30,15号线_望京东," 股票期权 绩效奖金 带薪年假 定期体检"
酷传,北京酷传科技有限公司,北京,50-150人,python工程师,本科,3-5年,全职,10k-20k,2018-01-29,15号线_北沙滩;15号线_六道口;15号线_清华东路西口," 技能培训 扁平管理 股票期权 带薪年假"
缔联科技,北京缔联科技有限公司,北京,15-50人,Python开发工程师,本科,3-5年,全职,10k-20k,2018-02-09,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 年底双薪 节日礼物 年度旅游 岗位晋升"
阿尔山金融科技,北京阿尔山科技有限公司,北京,50-150人,python开发工程师,本科,3-5年,全职,16k-30k,2018-02-09,," 绩效奖金 领导好 扁平管理 技能培训"
知乎,北京智者天下科技有限公司,北京,150-500人,Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-09,15号线_六道口;15号线_清华东路西口," 年底双薪 股票期权 带薪年假 定期体检"
混沌大学,混沌时代（北京）教育科技有限公司,北京,150-500人,python后台开发工程师,本科,1-3年,全职,20k-35k,2018-02-08,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路," 弹性工作 扁平管理 领导好 五险一金"
医渡云（北京）技术有限公司,医渡云（北京）技术有限公司,北京,150-500人,Python开发工程师,大专,3-5年,全职,18K-35K,2018-02-07,10号线_西土城;10号线_牡丹园;10号线_健德门," 节日礼物 年底双薪 股票期权 带薪年假"
颉一软件,广州杰颉软件科技有限公司,北京,15-50人,python工程师（北京）,大专,3-5年,全职,10k-15k,2018-02-07,," 股票期权 绩效奖金 带薪年假 弹性工作"
闪银奇异,北京闪银奇异科技有限公司,北京,500-2000人,高级服务器端Python工程师,本科,3-5年,全职,30k-45k,2018-02-08,6号线_呼家楼;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;14号线东段_枣营;14号线东段_朝阳公园," 13~15薪 晋升空间大 定期体检 能力定薪"
掌阅,掌阅科技股份有限公司,北京,500-2000人,python工程师,本科,1-3年,全职,15k-20k,2018-02-05,1号线_四惠东;八通线_四惠东;八通线_高碑店," 专项奖金 带薪年假 年度旅游 扁平管理"
创新工场AI工程院,创新工场（北京）企业管理股份有限公司,北京,50-150人,python开发工程师,本科,1-3年,全职,15k-30k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 绩效奖金 带薪年假 通讯津贴 年终分红"
百度,百度在线网络技术（北京）有限公司,北京,2000人以上,百度大搜索_PHP/Python研发工程师,本科,1-3年,全职,15k-30k,2018-02-14,16号线_西北旺;16号线_马连洼," 股票期权 弹性工作 五险一金 免费班车"
好巧,北京好巧国际旅行社有限公司,北京,150-500人,python工程师,本科,3-5年,全职,15k-20k,2018-02-13,5号线_和平西桥;5号线_惠新西街南口;8号线_安华桥;8号线_北土城;10号线_北土城;10号线_安贞门;10号线_惠新西街南口," 五险一金 弹性工作 扁平管理 百万医疗"
猎户星空,北京猎户星空科技有限公司,北京,150-500人,python开发工程师,本科,不限,全职,15k-30k,2018-02-12,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼," 年度旅游 弹性工作 领导好 五险一金"
陪我,博瑞天下（北京)科技有限公司,北京,50-150人,高级后台开发工程师（python）,本科,5-10年,全职,25k-50k,2018-02-09,," 股票期权 扁平管理 美女多 五险一金"
爱咔咔,北京爱咔咔信息技术有限公司,北京,15-50人,Python工程师,本科,3-5年,全职,15k-30k,2018-02-09,13号线_上地," 年底双薪 技术控 股票期权 带薪年假"
混沌大学,混沌时代（北京）教育科技有限公司,北京,150-500人,python后台开发工程师,本科,不限,全职,20k-35k,2018-02-08,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路," 弹性工作 扁平管理 领导好 五险一金"
诚信互通,上海诚信互通网络信息科技有限公司,北京,150-500人,Python研发工程师,大专,3-5年,全职,15k-30k,2018-02-06,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 年底双薪 股票期权 带薪年假 绩效奖金"
北京八维研修学院,北京八维研修学院,北京,2000人以上,Python技术经理,本科,5-10年,全职,20k-25k,2018-02-03,13号线_上地,
麦达数字,深圳市麦达数字股份有限公司,北京,500-2000人,PYTHON研发工程师,本科,3-5年,全职,25k-35k,2018-02-14,15号线_望京东," 股票期权 绩效奖金 带薪年假 定期体检"
罗辑思维,北京思维造物信息科技有限公司,北京,150-500人,Python开发,本科,1-3年,全职,15k-30k,2018-02-08,," 专项奖金 扁平管理 帅哥多 领导好"
搜狗,北京搜狗科技发展有限公司,北京,2000人以上,搜狗海外输入法-Python高级开发工程师,本科,3-5年,全职,20k-40k,2018-02-07,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口," 岗位晋升 扁平管理 管理规范 精英团队"
好未来,北京世纪好未来教育科技有限公司,北京,2000人以上,家长帮-Python/Django web开发工程师,本科,3-5年,全职,20k-35k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 上市公司 领军企业 五险一金 住福计划"
XSKY,星辰天合（北京）数据科技有限公司,北京,150-500人,存储应用开发工程师-Java/GO/Python,本科,3-5年,全职,18k-35k,2018-02-11,10号线_车道沟;10号线_长春桥;10号线_火器营," 股票期权 带薪年假 绩效奖金 定期体检"
LinkDoc,零氪信息技术（北京）有限公司,北京,150-500人,Python工程师（北京）,本科,不限,全职,15k-25k,2018-02-11,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,
乐信圣文,北京乐信圣文科技有限责任公司,北京,15-50人,python工程师,本科,1-3年,全职,15k-30k,2018-02-11,8号线_永泰庄;8号线_西小口," 交通补助 午餐补助 项目奖金 季度奖金"
小米,北京小米科技有限责任公司,北京,2000人以上,Python服务器工程师-小米电视BSP,本科,1-3年,全职,15k-25k,2018-02-08,13号线_上地," 快速成长 免费班车 扁平管理 技能培训"
蓝沧科技,北京蓝沧科技有限公司,北京,50-150人,中级Python开发工程师,本科,3-5年,全职,12k-22k,2018-02-08,14号线东段_来广营;14号线东段_东湖渠," 带薪年假 国际视野 专项奖金 绩效奖金"
瓜子二手车直卖网,车好多旧机动车经纪(北京)有限公司,北京,2000人以上,Python开发工程师,本科,3-5年,全职,20k-40k,2018-01-30,13号线_西二旗;昌平线_西二旗," 带薪年假 弹性工作 免费班车 美女多"
出门问问,北京羽扇智信息科技有限公司,北京,150-500人,Python研发工程师,本科,1-3年,全职,12k-24k,2018-01-30,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 帅哥多 美女多 绩效奖金 股票期权"
